Name,Code,Changes,Time,Fare,Company,Fare Type,Route Code
Bearsted,BSD,2.0,396.0,209.0,VIRGIN WEST COAST,ANYTIME S,0.0
Beasdale,BSL,0.0,310.0,37.0,SCOTRAIL,ANYTIME DAY S,0.0
Beaulieu Road,BEU,2.0,471.0,223.5,VIRGIN WEST COAST,ANYTIME S,0.0
Beauly,BEL,1.0,219.0,99.4,SCOTRAIL,ANYTIME DAY S,0.0
Bebington,BEB,2.0,238.0,78.9,VIRGIN WEST COAST,ANYTIME S,317.0
Beccles,BCC,2.0,542.0,221.5,VIRGIN WEST COAST,ANYTIME S,0.0
Beckenham Hill,BEC,2.0,359.0,191.5,VIRGIN WEST COAST,ANYTIME S,0.0
Beckenham Junction,BKJ,2.0,334.0,191.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bedford,BDM,1.0,723.0,210.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bedford St Johns,BSJ,2.0,394.0,210.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bedhampton,BDH,2.0,442.0,214.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bedminster,BMT,2.0,404.0,156.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bedworth,BEH,1.0,293.0,114.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bedwyn,BDW,1.0,585.0,209.0,VIRGIN WEST COAST,ANYTIME S,0.0
Beeston,BEE,1.0,622.0,123.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bekesbourne,BKS,2.0,441.0,214.0,VIRGIN WEST COAST,ANYTIME S,0.0
Belle Vue,BLV,1.0,288.0,71.2,LONDON NORTH EASTERN RAILWAY,ANYTIME S,95.0
Bellgrove,BLG,0.0,4.0,1.9,SCOTRAIL,ANYTIME DAY S,0.0
Bellingham,BGM,2.0,357.0,191.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bellshill,BLH,0.0,17.0,4.0,SCOTRAIL,ANYTIME DAY S,0.0
Belmont,BLM,2.0,374.0,191.5,VIRGIN WEST COAST,ANYTIME S,0.0
Belper,BLP,1.0,410.0,125.3,CROSSCOUNTRY,ANYTIME S,0.0
Beltring,BEG,3.0,376.0,204.5,VIRGIN WEST COAST,ANYTIME S,0.0
Belvedere,BVD,2.0,355.0,191.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bempton,BEM,2.0,357.0,129.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Ben Rhydding,BEY,1.0,301.0,125.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Benfleet,BEF,2.0,371.0,193.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bentham,BEN,1.0,184.0,57.7,VIRGIN WEST COAST,ANYTIME S,0.0
Bentley (Hants),BTY,2.0,428.0,209.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bentley (South Yorks),BYK,1.0,299.0,121.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bere Alston,BAS,2.0,564.0,252.25,CROSSCOUNTRY,ANYTIME S,817.0
Bere Ferrers,BFE,2.0,559.0,252.25,CROSSCOUNTRY,ANYTIME S,817.0
Berkhamsted,BKM,1.0,338.0,196.5,VIRGIN WEST COAST,ANYTIME S,0.0
Berkswell,BKW,1.0,283.0,114.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bermuda Park,BEP,1.0,297.0,125.3,CROSSCOUNTRY,ANYTIME S,95.0
Berney Arms,BYA,nan,nan,159.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,700.0
Berry Brow,BBW,2.0,338.0,124.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Berrylands,BRS,2.0,355.0,188.5,VIRGIN WEST COAST,ANYTIME S,0.0
Berwick (Sussex),BRK,2.0,430.0,214.0,VIRGIN WEST COAST,ANYTIME S,0.0
Berwick-upon-Tweed,BWK,0.0,115.0,42.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bescar Lane,BES,2.0,258.0,71.2,VIRGIN WEST COAST,ANYTIME S,275.0
Bescot Stadium,BSC,1.0,289.0,115.5,VIRGIN WEST COAST,ANYTIME S,317.0
Betchworth,BTO,3.0,405.0,198.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bethnal Green,BET,2.0,323.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0
Betws-y-Coed,BYC,2.0,357.0,126.9,VIRGIN WEST COAST,ANYTIME S,317.0
Beverley,BEV,2.0,381.0,129.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bexhill,BEX,2.0,457.0,214.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bexley,BXY,2.0,354.0,191.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bexleyheath,BXH,2.0,353.0,191.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bicester North,BCS,2.0,346.0,210.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bicester Village,BIT,2.0,394.0,214.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bickley,BKL,2.0,368.0,191.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bidston,BID,2.0,236.0,71.2,VIRGIN WEST COAST,ANYTIME S,275.0
Biggleswade,BIW,2.0,349.0,204.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bilbrook,BBK,1.0,294.0,108.5,VIRGIN WEST COAST,ANYTIME S,317.0
Billericay,BIC,2.0,362.0,198.0,VIRGIN WEST COAST,ANYTIME S,0.0
Billingham (Cleveland),BIL,1.0,273.0,91.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Billingshurst,BIG,2.0,388.0,209.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bingham,BIN,2.0,337.0,144.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bingley,BIY,1.0,232.0,88.7,VIRGIN WEST COAST,ANYTIME S,275.0
Birchgrove,BCG,2.0,442.0,156.5,VIRGIN WEST COAST,ANYTIME S,700.0
Birchington-on-sea,BCH,2.0,472.0,218.0,VIRGIN WEST COAST,ANYTIME S,0.0
Birchwood,BWD,1.0,227.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Birkbeck,BIK,2.0,381.0,191.5,VIRGIN WEST COAST,ANYTIME S,0.0
Birkdale,BDL,3.0,219.0,71.2,VIRGIN WEST COAST,ANYTIME S,275.0
Birkenhead Central,BKC,2.0,230.0,71.2,VIRGIN WEST COAST,ANYTIME S,275.0
Birkenhead Hamilton Square,BKQ,2.0,226.0,71.2,VIRGIN WEST COAST,ANYTIME S,275.0
Birkenhead North,BKN,2.0,233.0,71.2,VIRGIN WEST COAST,ANYTIME S,275.0
Birkenhead Park,BKP,2.0,231.0,71.2,VIRGIN WEST COAST,ANYTIME S,275.0
Birmingham International,BHI,0.0,270.0,115.5,VIRGIN WEST COAST,ANYTIME S,317.0
Birmingham Moor Street,BMO,1.0,260.0,115.5,VIRGIN WEST COAST,ANYTIME S,317.0
Birmingham New Street,BHM,0.0,411.0,115.5,VIRGIN WEST COAST,ANYTIME S,317.0
Birmingham Snow Hill,BSW,1.0,264.0,115.5,VIRGIN WEST COAST,ANYTIME S,317.0
Bishop Auckland,BIA,1.0,256.0,91.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bishopbriggs,BBG,0.0,6.0,2.6,SCOTRAIL,ANYTIME DAY S,0.0
Bishops Stortford,BIS,2.0,350.0,199.0,VIRGIN WEST COAST,ANYTIME S,0.0
