Name,Code,Changes,Time,Fare,Company,Fare Type,Route Code
Beeston,BEE,0.0,41.0,13.3,EAST MIDLANDS TRAINS,ANYTIME DAY S,1000.0
Bekesbourne,BKS,2.0,221.0,120.4,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Belle Vue,BLV,2.0,151.0,69.0,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Bellgrove,BLG,2.0,422.0,123.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bellingham,BGM,1.0,148.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Bellshill,BLH,2.0,353.0,123.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Belmont,BLM,2.0,171.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Belper,BLP,1.0,67.0,14.5,EAST MIDLANDS TRAINS,ANYTIME DAY S,0.0
Beltring,BEG,2.0,194.0,106.8,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Belvedere,BVD,2.0,135.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Bempton,BEM,1.0,239.0,73.4,EAST MIDLANDS TRAINS,ANYTIME S,79.0
Ben Rhydding,BEY,2.0,217.0,65.8,EAST MIDLANDS TRAINS,ANYTIME S,79.0
Benfleet,BEF,2.0,166.0,95.3,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Bentham,BEN,2.0,279.0,92.8,CROSSCOUNTRY,ANYTIME S,0.0
Bentley (Hants),BTY,2.0,199.0,114.8,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Bentley (South Yorks),BYK,1.0,142.0,48.1,LONDON NORTH EASTERN RAILWAY,ANYTIME S,76.0
Bere Alston,BAS,2.0,360.0,155.65,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Bere Ferrers,BFE,2.0,355.0,155.65,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Berkhamsted,BKM,1.0,117.0,86.7,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Berkswell,BKW,1.0,93.0,26.45,CROSSCOUNTRY,ANYTIME S,299.0
Bermuda Park,BEP,1.0,51.0,14.75,CROSSCOUNTRY,ANYTIME DAY S,1000.0
Berney Arms,BYA,nan,nan,66.2,EAST MIDLANDS TRAINS,ANYTIME S,700.0
Berry Brow,BBW,1.0,187.0,59.2,EAST MIDLANDS TRAINS,ANYTIME S,79.0
Berrylands,BRS,2.0,151.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Berwick (Sussex),BRK,2.0,252.0,120.4,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Berwick-upon-Tweed,BWK,1.0,221.0,141.9,LONDON NORTH EASTERN RAILWAY,ANYTIME S,76.0
Bescar Lane,BES,3.0,198.0,65.0,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Bescot Stadium,BSC,1.0,88.0,19.8,CROSSCOUNTRY,ANYTIME DAY S,299.0
Betchworth,BTO,2.0,161.0,95.3,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Bethnal Green,BET,2.0,120.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Betws-y-Coed,BYC,2.0,408.0,85.05,CROSSCOUNTRY,ANYTIME S,0.0
Beverley,BEV,1.0,200.0,70.1,EAST MIDLANDS TRAINS,ANYTIME S,79.0
Bexhill,BEX,2.0,198.0,120.4,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Bexley,BXY,2.0,127.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Bexleyheath,BXH,2.0,164.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Bicester North,BCS,2.0,163.0,54.2,CROSSCOUNTRY,ANYTIME S,700.0
Bicester Village,BIT,2.0,190.0,64.4,CROSSCOUNTRY,ANYTIME S,0.0
Bickley,BKL,1.0,160.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Bidston,BID,2.0,223.0,66.0,WEST MIDLANDS TRAINS,ANYTIME S,0.0
Biggleswade,BIW,1.0,97.0,49.55,CROSSCOUNTRY,ANYTIME S,700.0
Bilbrook,BBK,1.0,96.0,28.9,CROSSCOUNTRY,ANYTIME S,268.0
Billericay,BIC,2.0,149.0,95.3,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Billingham (Cleveland),BIL,3.0,225.0,111.05,CROSSCOUNTRY,ANYTIME S,79.0
Billingshurst,BIG,2.0,184.0,112.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Bingham,BIN,1.0,66.0,12.6,EAST MIDLANDS TRAINS,ANYTIME DAY S,0.0
Bingley,BIY,2.0,218.0,65.8,EAST MIDLANDS TRAINS,ANYTIME S,79.0
Birchgrove,BCG,2.0,237.0,111.05,CROSSCOUNTRY,ANYTIME S,0.0
Birchington-on-sea,BCH,1.0,187.0,123.7,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Birchwood,BWD,1.0,174.0,81.55,CROSSCOUNTRY,ANYTIME S,0.0
Birkbeck,BIK,2.0,136.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Birkdale,BDL,4.0,312.0,65.0,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Birkenhead Central,BKC,2.0,217.0,66.0,WEST MIDLANDS TRAINS,ANYTIME S,0.0
Birkenhead Hamilton Square,BKQ,2.0,213.0,66.0,WEST MIDLANDS TRAINS,ANYTIME S,0.0
Birkenhead North,BKN,2.0,220.0,66.0,WEST MIDLANDS TRAINS,ANYTIME S,0.0
Birkenhead Park,BKP,2.0,218.0,66.0,WEST MIDLANDS TRAINS,ANYTIME S,0.0
Birmingham International,BHI,1.0,82.0,20.3,CROSSCOUNTRY,ANYTIME DAY S,299.0
Birmingham Moor Street,BMO,1.0,75.0,19.8,CROSSCOUNTRY,ANYTIME DAY S,299.0
Birmingham New Street,BHM,0.0,55.0,19.8,CROSSCOUNTRY,ANYTIME DAY S,299.0
Birmingham Snow Hill,BSW,1.0,77.0,19.8,CROSSCOUNTRY,ANYTIME DAY S,299.0
Bishop Auckland,BIA,2.0,191.0,98.8,CROSSCOUNTRY,ANYTIME S,79.0
Bishopbriggs,BBG,3.0,383.0,123.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bishops Stortford,BIS,1.0,156.0,104.7,CROSSCOUNTRY,ANYTIME S,0.0
Bishopstone (Sussex),BIP,2.0,269.0,119.7,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Bishopton (Strathclyde),BPT,2.0,348.0,125.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bitterne,BTE,2.0,292.0,100.35,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Blackburn,BBN,2.0,236.0,97.45,CROSSCOUNTRY,ANYTIME S,0.0
Blackheath,BKH,2.0,149.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Blackhorse Road,BHO,1.0,124.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Blackpool North,BPN,1.0,166.0,91.65,CROSSCOUNTRY,ANYTIME S,0.0
Blackpool Pleasure Beach,BPB,2.0,240.0,91.65,CROSSCOUNTRY,ANYTIME S,0.0
Blackpool South,BPS,2.0,242.0,91.65,CROSSCOUNTRY,ANYTIME S,0.0
Blackridge,BKR,2.0,412.0,125.5,CROSSCOUNTRY,ANYTIME S,0.0
Blackrod,BLK,2.0,200.0,56.9,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Blackwater,BAW,2.0,253.0,106.8,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Blaenau Ffestiniog,BFF,2.0,435.0,88.05,CROSSCOUNTRY,ANYTIME S,0.0
